11.003000 8.378000 0.250000 11.003000 8.378000 0.250000 0.000000
11.003000 8.378000 0.250000 11.002000 8.377000 0.250000 0.001414
11.003000 8.378000 0.250000 11.002000 8.377000 0.250000 0.001414
10.938000 8.383000 0.250000 10.933001 8.378000 0.250000 0.007070
10.938000 8.383000 0.250000 10.937000 8.383000 0.250000 0.001000
10.938000 8.383000 0.250000 10.937000 8.383000 0.250000 0.001000
10.872000 8.387000 0.250000 10.863000 8.378000 0.250000 0.012728
10.872000 8.387000 0.250000 10.871000 8.386001 0.250000 0.001414
10.872000 8.387000 0.250000 10.871000 8.386001 0.250000 0.001414
10.811000 8.394000 0.250000 10.803000 8.388001 0.250000 0.010000
10.811000 8.394000 0.250000 10.810000 8.393001 0.250000 0.001414
10.811000 8.394000 0.250000 10.810000 8.393001 0.250000 0.001414
10.745000 8.398000 0.250000 10.743000 8.388001 0.250000 0.010197
10.745000 8.398000 0.250000 10.744000 8.397000 0.250000 0.001414
10.745000 8.398000 0.250000 10.744000 8.397000 0.250000 0.001414
10.689000 8.408000 0.250000 10.683001 8.398001 0.250000 0.011661
10.689000 8.408000 0.250000 10.688001 8.407001 0.250000 0.001413
10.689000 8.408000 0.250000 10.688001 8.407001 0.250000 0.001413
10.595000 8.387999 0.249000 10.593000 8.378000 0.240000 0.013601
10.595000 8.387999 0.249000 10.595000 8.387000 0.248000 0.001414
10.595000 8.387999 0.249000 10.595000 8.387000 0.248000 0.001414
10.578000 8.402000 0.249000 10.573000 8.398001 0.240000 0.011045
10.578000 8.402000 0.249000 10.577001 8.402000 0.248000 0.001414
10.578000 8.402000 0.249000 10.577001 8.402000 0.248000 0.001414
10.513000 8.404000 0.249000 10.503000 8.398001 0.240000 0.014731
10.513000 8.404000 0.249000 10.512000 8.404000 0.248000 0.001414
10.513000 8.404000 0.249000 10.512000 8.404000 0.248000 0.001414
10.457000 8.414000 0.249000 10.453000 8.408000 0.240000 0.011532
10.457000 8.414000 0.249000 10.456000 8.413000 0.248000 0.001732
10.457000 8.414000 0.249000 10.456000 8.413000 0.248000 0.001732
10.399000 8.421000 0.249000 10.393001 8.418000 0.240000 0.011224
10.399000 8.421000 0.249000 10.398001 8.420000 0.248000 0.001731
10.399000 8.421000 0.249000 10.398001 8.420000 0.248000 0.001731
10.326000 8.416000 0.249000 10.323000 8.408000 0.240000 0.012410
10.326000 8.416000 0.249000 10.325000 8.416000 0.248000 0.001414
10.326000 8.416000 0.249000 10.325000 8.416000 0.248000 0.001414
10.259000 8.416000 0.249000 10.253000 8.408000 0.240000 0.013454
10.259000 8.416000 0.249000 10.258000 8.416000 0.248000 0.001414
10.259000 8.416000 0.249000 10.258000 8.416000 0.248000 0.001414
10.194000 8.416000 0.248000 10.193000 8.408000 0.240000 0.011358
10.194000 8.416000 0.248000 10.193000 8.416000 0.247000 0.001414
10.194000 8.416000 0.248000 10.193000 8.416000 0.247000 0.001414
10.161000 8.415000 0.248000 10.153000 8.408000 0.240000 0.013304
10.161000 8.415000 0.248000 10.160000 8.414001 0.247000 0.001732
10.161000 8.415000 0.248000 10.160000 8.414001 0.247000 0.001732
10.087000 8.408000 0.248000 10.083000 8.398001 0.240000 0.013416
10.087000 8.408000 0.248000 10.086000 8.407001 0.247000 0.001732
10.087000 8.408000 0.248000 10.086000 8.407001 0.247000 0.001732
10.046000 8.428000 0.248000 10.043000 8.428000 0.240000 0.008544
10.046000 8.428000 0.248000 10.045000 8.428000 0.247000 0.001414
10.046000 8.428000 0.248000 10.045000 8.428000 0.247000 0.001414
9.966000 8.414000 0.248000 9.963000 8.408000 0.240000 0.010440
9.966000 8.414000 0.248000 9.965000 8.413000 0.247000 0.001731
9.966000 8.414000 0.248000 9.965000 8.413000 0.247000 0.001731
9.918000 8.428000 0.248000 9.913000 8.428000 0.240000 0.009434
9.918000 8.428000 0.248000 9.917000 8.428000 0.247000 0.001415
9.918000 8.428000 0.248000 9.917000 8.428000 0.247000 0.001415
9.863000 8.434000 0.248000 9.853001 8.428000 0.240000 0.014141
9.863000 8.434000 0.248000 9.862001 8.433001 0.247000 0.001731
9.863000 8.434000 0.248000 9.862001 8.433001 0.247000 0.001731
9.801000 8.435000 0.248000 9.793000 8.428000 0.240000 0.013304
9.801000 8.435000 0.248000 9.800000 8.435000 0.247000 0.001414
9.801000 8.435000 0.248000 9.800000 8.435000 0.247000 0.001414
9.746000 8.414000 0.247000 9.743000 8.408000 0.240000 0.009695
9.746000 8.414000 0.247000 9.746000 8.413000 0.246000 0.001414
9.746000 8.414000 0.247000 9.746000 8.413000 0.246000 0.001414
9.706000 8.433000 0.247000 9.703000 8.428000 0.240000 0.009110
9.706000 8.433000 0.247000 9.706000 8.432000 0.246000 0.001414
9.706000 8.433000 0.247000 9.706000 8.432000 0.246000 0.001414
9.656000 8.443000 0.247000 9.653000 8.438001 0.240000 0.009110
9.656000 8.443000 0.247000 9.655001 8.442000 0.246000 0.001731
9.656000 8.443000 0.247000 9.655001 8.442000 0.246000 0.001731
9.613000 8.459000 0.247000 9.603001 8.458000 0.240000 0.012247
9.613000 8.459000 0.247000 9.612001 8.458000 0.246000 0.001731
9.613000 8.459000 0.247000 9.612001 8.458000 0.246000 0.001731
9.561000 8.467000 0.247000 9.553000 8.458000 0.240000 0.013928
9.561000 8.467000 0.247000 9.560000 8.466001 0.246000 0.001731
9.561000 8.467000 0.247000 9.560000 8.466001 0.246000 0.001731
9.527000 8.490000 0.247000 9.523001 8.488000 0.240000 0.008306
9.527000 8.490000 0.247000 9.527000 8.489000 0.246000 0.001414
9.527000 8.490000 0.247000 9.527000 8.489000 0.246000 0.001414
9.494000 8.515000 0.247000 9.493000 8.508000 0.240000 0.009950
9.494000 8.515000 0.247000 9.494000 8.515000 0.246000 0.001000
9.494000 8.515000 0.247000 9.494000 8.515000 0.246000 0.001000
9.508000 8.554000 0.247000 9.503000 8.548000 0.240000 0.010488
9.508000 8.554000 0.247000 9.508000 8.553000 0.246000 0.001414
9.508000 8.554000 0.247000 9.508000 8.553000 0.246000 0.001414
9.552000 8.648000 0.247000 9.543000 8.638001 0.240000 0.015165
9.552000 8.648000 0.247000 9.551001 8.647000 0.246000 0.001731
9.552000 8.648000 0.247000 9.551001 8.647000 0.246000 0.001731
9.578000 8.726000 0.248000 9.573000 8.718000 0.240000 0.012369
9.578000 8.726000 0.248000 9.577001 8.725000 0.247000 0.001731
9.578000 8.726000 0.248000 9.577001 8.725000 0.247000 0.001731
9.616000 8.816000 0.248000 9.613000 8.808001 0.240000 0.011704
9.616000 8.816000 0.248000 9.615001 8.815001 0.247000 0.001731
9.616000 8.816000 0.248000 9.615001 8.815001 0.247000 0.001731
9.644000 8.897000 0.248000 9.643001 8.888001 0.240000 0.012083
9.644000 8.897000 0.248000 9.643001 8.897000 0.247000 0.001414
9.644000 8.897000 0.248000 9.643001 8.897000 0.247000 0.001414
9.659000 8.967000 0.248000 9.653000 8.958000 0.240000 0.013454
9.659000 8.967000 0.248000 9.659000 8.966001 0.247000 0.001414
9.659000 8.967000 0.248000 9.659000 8.966001 0.247000 0.001414
11.096000 8.459000 0.185000 11.093000 8.458000 0.180000 0.005916
11.096000 8.459000 0.185000 11.095000 8.458000 0.185000 0.001414
11.096000 8.459000 0.185000 11.095000 8.458000 0.185000 0.001414
11.002000 8.443000 0.185000 10.993000 8.438001 0.180000 0.011445
11.002000 8.443000 0.185000 11.001000 8.442000 0.185000 0.001414
11.002000 8.443000 0.185000 11.001000 8.442000 0.185000 0.001414
10.919000 8.433000 0.185000 10.913000 8.428000 0.180000 0.009273
10.919000 8.433000 0.185000 10.918000 8.432000 0.185000 0.001414
10.919000 8.433000 0.185000 10.918000 8.432000 0.185000 0.001414
10.870000 8.450000 0.185000 10.863000 8.448000 0.180000 0.008832
10.870000 8.450000 0.185000 10.869000 8.449000 0.185000 0.001414
10.870000 8.450000 0.185000 10.869000 8.449000 0.185000 0.001414
10.801000 8.451000 0.185000 10.793000 8.448000 0.180000 0.009900
10.801000 8.451000 0.185000 10.800000 8.450000 0.185000 0.001414
10.801000 8.451000 0.185000 10.800000 8.450000 0.185000 0.001414
10.728000 8.448000 0.185000 10.723001 8.438001 0.180000 0.012246
10.728000 8.448000 0.185000 10.727000 8.447000 0.185000 0.001414
10.728000 8.448000 0.185000 10.727000 8.447000 0.185000 0.001414
10.671000 8.458000 0.185000 10.663000 8.448000 0.180000 0.013748
10.671000 8.458000 0.185000 10.670000 8.457001 0.185000 0.001414
10.671000 8.458000 0.185000 10.670000 8.457001 0.185000 0.001414
10.624000 8.447000 0.185000 10.623000 8.438001 0.180000 0.010343
10.624000 8.447000 0.185000 10.623000 8.446000 0.185000 0.001414
10.624000 8.447000 0.185000 10.623000 8.446000 0.185000 0.001414
10.564000 8.454000 0.186000 10.563001 8.448000 0.180000 0.008544
10.564000 8.454000 0.186000 10.563001 8.454000 0.186000 0.000999
10.564000 8.454000 0.186000 10.563001 8.454000 0.186000 0.000999
10.494000 8.452000 0.186000 10.493000 8.448000 0.180000 0.007280
10.494000 8.452000 0.186000 10.494000 8.451000 0.186000 0.001000
10.494000 8.452000 0.186000 10.494000 8.451000 0.186000 0.001000
10.432000 8.456000 0.186000 10.423000 8.448000 0.180000 0.013454
